Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results,procedure_category
0,NYS - All Hospitals,New York State,New York State,TAVR,2017.0,5554,264,4.75,4.75,4.75,0.9005114254624592,5.92929996372869,Statewide Rate,3
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014.0,506,4,0.79,0.97,0.96,0.26,2.45,Rate not different than Statewide Rate,0
598,St. Elizabeth Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2017.0,305,18,5.9,2.62,7.17,4.25,11.33,Rate significantly higher than Statewide Rate,2
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,All PCI,2012.0,474,9,1.9,1.28,1.48,0.68,2.81,Rate not different than Statewide Rate,0
598,St. Elizabeth Med Ctr,Central NY,Central NY,Non-Emergency PCI,2015.0,616,7,1.14,0.74,1.14,0.46,2.35,Rate not different than Statewide Rate,1
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Emergency PCI,2017.0,465,18,3.87,3.23,3.32,1.97,5.24,Rate not different than Statewide Rate,5
1169,Montefiore - Moses,Bronx,NY Metro - NYC,CABG,2012.0,196,2,1.02,1.31,1.14,0.13,4.11,Rate not different than Statewide Rate,4
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,CABG,2015.0,80,1,1.25,0.82,2.37,0.03,13.16,Rate not different than Statewide Rate,4
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2015.0,1041,9,0.86,1.41,0.7,0.32,1.32,Rate not different than Statewide Rate,0
885,Brookhaven Memorial,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2015.0,272,4,1.47,0.56,1.95,0.52,5.0,Rate not different than Statewide Rate,1
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2014.0,610,4,0.66,0.8,0.61,0.16,1.57,Rate not different than Statewide Rate,1
58,UHS-Wilson Med Ctr,Central NY,Central NY,All PCI,2015.0,747,11,1.47,1.29,1.3,0.65,2.33,Rate not different than Statewide Rate,0
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2015.0,1301,11,0.85,0.81,0.77,0.39,1.39,Rate not different than Statewide Rate,1
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,CABG,2012.0,50,1,2.0,2.74,1.07,0.01,5.94,Rate not different than Statewide Rate,4
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Non-Emergency PCI,2012.0,574,1,0.17,0.65,0.17,0.0,0.95,Rate not different than Statewide Rate,1
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Emergency PCI,2017.0,389,16,4.11,3.01,3.79,2.16,6.15,Rate not different than Statewide Rate,5
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2015.0,502,4,0.8,1.07,0.85,0.23,2.17,Rate not different than Statewide Rate,0
829,Ellis Hospital,Capital District,Capital District,Non-Emergency PCI,2014.0,280,1,0.36,0.54,0.49,0.01,2.71,Rate not different than Statewide Rate,1
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,All PCI,2012.0,114,1,0.88,0.91,0.96,0.01,5.34,Rate not different than Statewide Rate,0
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,255,3,1.18,2.17,1.59,0.32,4.65,Rate not different than Statewide Rate,5
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2012.0,279,5,1.79,1.75,1.03,0.33,2.4,Rate not different than Statewide Rate,0
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,All PCI,2014.0,168,1,0.6,0.77,0.91,0.01,5.04,Rate not different than Statewide Rate,0
135,Champ.Valley Phys Hosp,Capital District,Capital District,Non-Emergency PCI,2014.0,422,4,0.95,0.57,1.23,0.33,3.16,Rate not different than Statewide Rate,1
1,Albany Med. Ctr,Capital District,Capital District,TAVR,2017.0,339,13,3.83,4.19,4.35,2.31,7.44,Rate not different than Statewide Rate,3
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Valve or Valve/CABG,2017.0,324,16,4.94,4.55,4.06,2.32,6.6,Rate not different than Statewide Rate,2
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2015.0,208,1,0.48,1.32,0.57,0.01,3.15,Rate not different than Statewide Rate,4
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2017.0,646,35,5.42,2.81,6.13,4.27,8.52,Rate significantly higher than Statewide Rate,2
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2017.0,14,0,0.0,3.18,0.0,0.0,26.2,Rate not different than Statewide Rate,2
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Non-Emergency PCI,2012.0,194,1,0.52,0.53,0.62,0.01,3.48,Rate not different than Statewide Rate,1
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2012.0,185,0,0.0,0.69,0.0,0.0,1.86,Rate not different than Statewide Rate,1
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,1686,61,3.62,3.4,3.98,3.05,5.12,Rate not different than Statewide Rate,2
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,CABG,2012.0,151,1,0.66,1.33,0.73,0.01,4.05,Rate not different than Statewide Rate,4
0,NYS - All Hospitals,New York State,New York State,Emergency PCI,2017.0,25354,746,2.94,2.94,2.94,0.9005114254624592,5.92929996372869,Statewide Rate,5
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2014.0,1067,13,1.22,0.66,1.37,0.73,2.34,Rate not different than Statewide Rate,1
1637,NYP-Queens,Queens,NY Metro - NYC,Valve or Valve/CABG,2017.0,112,0,0.0,3.05,0.0,0.0,4.02,Rate not different than Statewide Rate,2
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2017.0,629,30,4.77,2.54,5.69,3.84,8.12,Rate significantly higher than Statewide Rate,2
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,266,10,3.76,2.81,4.07,1.95,7.49,Rate not different than Statewide Rate,5
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2012.0,749,4,0.53,0.83,0.41,0.11,1.06,Rate not different than Statewide Rate,1
829,Ellis Hospital,Capital District,Capital District,All PCI,2014.0,439,3,0.68,1.35,0.6,0.12,1.75,Rate not different than Statewide Rate,0
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2014.0,332,2,0.6,0.86,0.52,0.06,1.88,Rate not different than Statewide Rate,1
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2017.0,183,7,3.83,3.93,2.69,1.08,5.55,Rate not different than Statewide Rate,5
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,All PCI,2012.0,499,8,1.6,1.22,1.31,0.56,2.59,Rate not different than Statewide Rate,0
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,327,9,2.75,4.15,1.84,0.84,3.49,Rate not different than Statewide Rate,5
635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2017.0,249,9,3.61,2.97,3.7,1.69,7.03,Rate not different than Statewide Rate,5
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Emergency PCI,2017.0,182,3,1.65,2.38,2.04,0.41,5.95,Rate not different than Statewide Rate,5
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012.0,325,3,0.92,0.89,0.66,0.13,1.94,Rate not different than Statewide Rate,1
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2015.0,1074,13,1.21,0.96,0.93,0.5,1.59,Rate not different than Statewide Rate,1
636,Crouse Hospital,Central NY,Central NY,All PCI,2014.0,265,4,1.51,1.01,1.75,0.47,4.49,Rate not different than Statewide Rate,0
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,1317,32,2.43,3.37,2.7,1.84,3.81,Rate not different than Statewide Rate,2
829,Ellis Hospital,Capital District,Capital District,Non-Emergency PCI,2015.0,278,4,1.44,0.58,1.85,0.5,4.73,Rate not different than Statewide Rate,1
207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2015.0,1087,9,0.83,0.75,0.82,0.38,1.56,Rate not different than Statewide Rate,1
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,315,10,3.17,2.71,3.25,1.55,5.97,Rate not different than Statewide Rate,5
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012.0,4571,13,0.28,0.51,0.36,0.19,0.62,Rate significantly lower than Statewide Rate,1
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,385,16,4.16,4.64,2.72,1.56,4.42,Rate not different than Statewide Rate,5
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,All PCI,2012.0,442,3,0.68,1.47,0.46,0.09,1.35,Rate not different than Statewide Rate,0
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Valve or Valve/CABG,2017.0,455,21,4.62,4.41,3.91,2.42,5.98,Rate not different than Statewide Rate,2
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2012.0,338,1,0.3,0.45,0.42,0.01,2.35,Rate not different than Statewide Rate,1
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,479,15,3.13,3.06,3.11,1.74,5.13,Rate not different than Statewide Rate,5
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012.0,322,0,0.0,0.93,0.0,0.0,0.78,Rate not different than Statewide Rate,1
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Non-Emergency PCI,2012.0,1132,15,1.33,0.52,1.65,0.92,2.71,Rate significantly higher than Statewide Rate,1
635,Univ. Hosp-Upstate,Central NY,Central NY,Valve or Valve/CABG,2017.0,71,3,4.23,2.43,5.27,1.06,15.4,Rate not different than Statewide Rate,2
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2017.0,72,4,5.56,1.58,11.14,3.0,28.53,Rate not different than Statewide Rate,2
58,UHS-Wilson Med Ctr,Central NY,Central NY,CABG,2014.0,145,5,3.45,0.83,5.09,1.64,11.89,Rate significantly higher than Statewide Rate,4
630,St. Josephs Hospital,Central NY,Central NY,Valve or Valve/CABG,2017.0,1243,30,2.41,3.44,2.23,1.5,3.18,Rate not different than Statewide Rate,2
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,All PCI,2012.0,2791,17,0.61,0.92,0.67,0.39,1.07,Rate not different than Statewide Rate,0
630,St. Josephs Hospital,Central NY,Central NY,Emergency PCI,2017.0,1455,32,2.2,2.66,2.52,1.72,3.55,Rate not different than Statewide Rate,5
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,873,15,1.72,2.69,1.88,1.05,3.1,Rate not different than Statewide Rate,5
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014.0,280,4,1.43,0.94,1.78,0.48,4.56,Rate not different than Statewide Rate,0
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2017.0,911,16,1.76,2.61,2.05,1.17,3.33,Rate not different than Statewide Rate,5
58,UHS-Wilson Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2017.0,248,15,6.05,2.04,9.4,5.26,15.5,Rate significantly higher than Statewide Rate,2
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Non-Emergency PCI,2012.0,1407,10,0.71,0.59,0.77,0.37,1.42,Rate not different than Statewide Rate,1
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2017.0,19,0,0.0,1.76,0.0,0.0,34.95,Rate not different than Statewide Rate,2
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2017.0,309,10,3.24,2.78,3.42,1.64,6.29,Rate not different than Statewide Rate,5
135,UVM Health Network CVP,Capital District,Capital District,Emergency PCI,2017.0,409,13,3.18,2.18,4.44,2.36,7.6,Rate not different than Statewide Rate,5
598,St. Elizabeth Med Ctr,Central NY,Central NY,Non-Emergency PCI,2014.0,544,4,0.74,0.91,0.6,0.16,1.54,Rate not different than Statewide Rate,1
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Emergency PCI,2017.0,206,4,1.94,2.84,2.08,0.56,5.33,Rate not different than Statewide Rate,5
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,Non-Emergency PCI,2012.0,5,0,0.0,0.38,0.0,0.0,125.27,Rate not different than Statewide Rate,1
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,CABG,2012.0,416,8,1.92,1.56,1.8,0.78,3.55,Rate not different than Statewide Rate,4
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2017.0,66,2,3.03,1.8,5.12,0.57,18.47,Rate not different than Statewide Rate,2
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2015.0,421,4,0.95,1.7,0.87,0.23,2.23,Rate not different than Statewide Rate,4
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2014.0,81,0,0.0,0.44,0.0,0.0,7.71,Rate not different than Statewide Rate,1
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,2095,70,3.34,3.96,3.16,2.46,3.99,Rate not different than Statewide Rate,2
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,All PCI,2012.0,342,5,1.46,1.46,1.0,0.32,2.34,Rate not different than Statewide Rate,0
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,269,13,4.83,2.5,5.69,3.03,9.73,Rate significantly higher than Statewide Rate,5
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Emergency PCI,2017.0,479,19,3.97,2.19,5.08,3.06,7.94,Rate significantly higher than Statewide Rate,5
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2013.0,1462,4,0.27,0.59,0.34,0.09,0.88,Rate not different than Statewide Rate,1
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Non-Emergency PCI,2013.0,1305,11,0.84,0.61,1.03,0.51,1.84,Rate not different than Statewide Rate,1
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,1667,57,3.42,3.45,3.15,2.38,4.08,Rate not different than Statewide Rate,2
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,CABG,2014.0,280,1,0.36,1.18,0.37,0.0,2.06,Rate not different than Statewide Rate,4
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Valve or Valve/CABG,2017.0,97,8,8.25,4.31,6.6,2.84,13.01,Rate not different than Statewide Rate,2
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2017.0,476,7,1.47,3.24,1.44,0.58,2.97,Rate significantly lower than Statewide Rate,2
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2013.0,4360,22,0.5,0.66,0.56,0.35,0.85,Rate not different than Statewide Rate,1
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Emergency PCI,2017.0,223,9,4.04,3.87,2.93,1.34,5.57,Rate not different than Statewide Rate,5
0,NYS - All Hospitals,New York State,New York State,Non-Emergency PCI,2015.0,40412,300,0.74,0.74,0.74,0.9005114254624592,5.92929996372869,Statewide Rate,1
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,CABG,2013.0,51,2,3.92,1.41,5.09,0.57,18.39,Rate not different than Statewide Rate,4
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Emergency PCI,2017.0,414,13,3.14,2.72,3.24,1.73,5.55,Rate not different than Statewide Rate,5
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,All PCI,2013.0,459,3,0.65,0.96,0.78,0.16,2.27,Rate not different than Statewide Rate,0
1,Albany Med. Ctr,Capital District,Capital District,CABG,2014.0,251,3,1.2,1.16,1.26,0.25,3.68,Rate not different than Statewide Rate,4
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,All PCI,2013.0,527,2,0.38,1.43,0.3,0.03,1.1,Rate significantly lower than Statewide Rate,0
1169,Montefiore - Moses,Bronx,NY Metro - NYC,All PCI,2013.0,707,11,1.56,1.0,1.77,0.88,3.17,Rate not different than Statewide Rate,0
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,TAVR,2017.0,323,16,4.95,4.77,4.94,2.82,8.02,Rate not different than Statewide Rate,3
207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,TAVR,2017.0,238,9,3.78,4.52,3.97,1.81,7.55,Rate not different than Statewide Rate,3
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,255,13,5.1,3.8,3.78,2.01,6.46,Rate not different than Statewide Rate,5
598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2017.0,384,21,5.47,3.6,4.62,2.86,7.06,Rate not different than Statewide Rate,5
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Valve or Valve/CABG,2017.0,328,14,4.27,4.55,3.24,1.77,5.44,Rate not different than Statewide Rate,2
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2017.0,1081,39,3.61,3.28,3.33,2.37,4.55,Rate not different than Statewide Rate,2
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Non-Emergency PCI,2013.0,1492,11,0.74,0.7,0.78,0.39,1.39,Rate not different than Statewide Rate,1
756,Samaritan Hospital,Capital District,Capital District,Non-Emergency PCI,2015.0,119,1,0.84,0.44,1.41,0.02,7.85,Rate not different than Statewide Rate,1
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Non-Emergency PCI,2013.0,106,0,0.0,0.81,0.0,0.0,3.16,Rate not different than Statewide Rate,1
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Non-Emergency PCI,2013.0,581,4,0.69,0.71,0.72,0.19,1.84,Rate not different than Statewide Rate,1
1,Albany Med. Ctr,Capital District,Capital District,All PCI,2014.0,649,11,1.69,1.28,1.56,0.78,2.79,Rate not different than Statewide Rate,0
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Emergency PCI,2017.0,390,10,2.56,3.0,2.4,1.15,4.42,Rate not different than Statewide Rate,5
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,All PCI,2013.0,1134,9,0.79,1.68,0.54,0.25,1.02,Rate significantly lower than Statewide Rate,0
0,NYS - All Hospitals,New York State,New York State,CABG,2015.0,8356,130,1.56,1.56,1.56,0.9005114254624592,5.92929996372869,Statewide Rate,4
1,Albany Med. Ctr,Capital District,Capital District,Non-Emergency PCI,2015.0,516,10,1.94,0.95,1.52,0.73,2.8,Rate not different than Statewide Rate,1
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,All PCI,2013.0,427,9,2.11,1.55,1.56,0.71,2.96,Rate not different than Statewide Rate,0
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2014.0,462,6,1.3,1.28,0.76,0.28,1.65,Rate not different than Statewide Rate,1
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,Non-Emergency PCI,2013.0,22,1,4.55,0.97,3.47,0.05,19.32,Rate not different than Statewide Rate,1
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Non-Emergency PCI,2013.0,351,5,1.42,0.89,1.18,0.38,2.75,Rate not different than Statewide Rate,1
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2015.0,703,6,0.85,0.96,1.01,0.37,2.21,Rate not different than Statewide Rate,0
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2017.0,720,17,2.36,2.21,3.14,1.83,5.03,Rate not different than Statewide Rate,5
1,Albany Med. Ctr,Capital District,Capital District,Emergency PCI,2017.0,518,24,4.63,2.86,4.77,3.05,7.09,Rate significantly higher than Statewide Rate,5
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,372,7,1.88,1.99,2.78,1.11,5.73,Rate not different than Statewide Rate,5
213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2017.0,538,25,4.65,2.27,6.21,4.02,9.17,Rate significantly higher than Statewide Rate,2
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2017.0,739,22,2.98,2.4,3.94,2.47,5.97,Rate not different than Statewide Rate,2
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2014.0,186,3,1.61,1.11,1.78,0.36,5.21,Rate not different than Statewide Rate,4
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,200,7,3.5,2.85,3.74,1.5,7.7,Rate not different than Statewide Rate,5
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2015.0,249,1,0.4,0.56,0.53,0.01,2.96,Rate not different than Statewide Rate,1
5,St. Peters Hospital,Capital District,Capital District,Emergency PCI,2017.0,553,15,2.71,2.36,3.5,1.96,5.77,Rate not different than Statewide Rate,5
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,447,19,4.25,4.4,2.94,1.77,4.59,Rate not different than Statewide Rate,5
756,Samaritan Hospital,Capital District,Capital District,Emergency PCI,2017.0,182,4,2.2,1.66,3.89,1.05,9.97,Rate not different than Statewide Rate,5
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,All PCI,2013.0,270,5,1.85,2.58,0.82,0.26,1.91,Rate not different than Statewide Rate,0
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2013.0,1149,14,1.22,0.93,0.97,0.53,1.63,Rate not different than Statewide Rate,1
213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2017.0,767,24,3.13,2.5,3.8,2.44,5.66,Rate not different than Statewide Rate,5
829,Ellis Hospital,Capital District,Capital District,CABG,2014.0,206,1,0.49,1.24,0.48,0.01,2.65,Rate not different than Statewide Rate,4
1005,Glens Falls Hospital,Capital District,Capital District,All PCI,2013.0,223,2,0.9,1.0,1.02,0.11,3.69,Rate not different than Statewide Rate,0
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,433,22,5.08,4.78,2.99,1.87,4.52,Rate not different than Statewide Rate,5
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014.0,653,2,0.31,1.17,0.31,0.03,1.11,Rate significantly lower than Statewide Rate,0
