Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,86,3,3.49,3.01,3.5,0.7,10.22,Rate not different than Statewide Rate
1122,NYP-Lawrence Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2014-2016,63,1,1.59,2.52,1.95,0.03,10.87,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,Emergency PCI,2014-2016,435,11,2.53,2.39,3.28,1.64,5.87,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2014-2016,356,11,3.09,4.82,1.99,0.99,3.56,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,272,12,4.41,3.27,5.69,2.94,9.95,Rate not different than Statewide Rate
1439,Beth Israel Med Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,291,19,6.53,3.9,7.07,4.26,11.05,Rate significantly higher than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2014-2016,271,8,2.95,2.82,3.25,1.4,6.4,Rate not different than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,CABG,2015,146,1,0.68,1.57,0.68,0.01,3.78,Rate not different than Statewide Rate
1304,NYU Langone Hosp.-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2014-2016,182,4,2.2,3.4,2,0.54,5.13,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,TAVR,2013-2015,329,16,4.86,4.31,5.37,3.06,8.71,Rate not different than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,All PCI,2015,1643,6,0.37,0.75,0.55,0.2,1.2,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,544,34,6.25,4.88,5.4,3.74,7.55,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Valve or Valve/CABG,2009-2011,618,15,2.43,4.88,2.1,1.17,3.46,Rate significantly lower than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,CABG,2015,176,0,0,1.24,0,0,2.61,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Valve or Valve/CABG,2009-2011,428,17,3.97,4.87,3.44,2,5.51,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,CABG,2015,113,2,1.77,0.95,2.89,0.32,10.42,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Valve or Valve/CABG,2013-2015,171,4,2.34,2.78,2.55,0.69,6.53,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Valve or Valve/CABG,2009-2011,418,22,5.26,4.84,4.59,2.88,6.95,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Valve or Valve/CABG,2009-2011,363,25,6.89,4.7,6.19,4,9.14,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,1597,67,4.2,3.58,4.94,3.83,6.28,Rate not different than Statewide Rate
1637,NY Hospital - Queens,Queens,NY Metro - NYC,Valve or Valve/CABG,2009-2011,93,1,1.08,2.59,1.75,0.02,9.76,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Valve or Valve/CABG,2009-2011,181,7,3.87,4.04,4.05,1.62,8.34,Rate not different than Statewide Rate
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,1876,78,4.16,4.27,4.11,3.25,5.12,Rate not different than Statewide Rate
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,1296,31,2.39,3.71,2.72,1.85,3.86,Rate significantly lower than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,1265,44,3.48,3.22,4.56,3.31,6.12,Rate not different than Statewide Rate
0511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2014-2016,463,9,1.94,3.76,1.6,0.73,3.04,Rate significantly lower than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,CABG,2015,185,4,2.16,1.83,1.84,0.49,4.7,Rate not different than Statewide Rate
0541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2014-2016,951,20,2.1,3.02,2.16,1.32,3.34,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,CABG,2015,117,0,0,0.83,0,0,5.88,Rate not different than Statewide Rate
0066,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2014-2016,235,5,2.13,1.61,4.11,1.32,9.59,Rate not different than Statewide Rate
0699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2014-2016,425,3,0.71,1.87,1.17,0.23,3.41,Rate not different than Statewide Rate
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,266,17,6.39,3.97,6.79,3.95,10.87,Rate not different than Statewide Rate
1738,Richmond Univ Med Cntr,Staten Island,NY Metro - NYC,Emergency PCI,2014-2016,83,1,1.2,3.48,1.07,0.01,5.98,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Valve or Valve/CABG,2009-2011,338,20,5.92,3.46,7.22,4.41,11.15,Rate significantly higher than Statewide Rate
0411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2014-2016,912,28,3.07,2.58,3.69,2.45,5.33,Rate not different than Statewide Rate
0756,Samaritan Hospital,Capital District,Capital District,Emergency PCI,2014-2016,237,6,2.53,2.66,2.95,1.08,6.42,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,TAVR,2013-2015,141,5,3.55,4.94,3.41,1.1,7.96,Rate not different than Statewide Rate
0818,Saratoga Hospital,Capital District,Capital District,Emergency PCI,2014-2016,26,1,3.85,2.5,4.78,0.06,26.59,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Valve or Valve/CABG,2009-2011,121,4,3.31,4.91,2.84,0.76,7.27,Rate not different than Statewide Rate
0527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2014-2016,387,8,2.07,2.42,2.65,1.14,5.22,Rate not different than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,CABG,2015,183,2,1.09,1.18,1.45,0.16,5.22,Rate not different than Statewide Rate
0924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2014-2016,298,4,1.34,2.53,1.65,0.44,4.22,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2009-2011,470,16,3.4,5.08,2.83,1.62,4.59,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Emergency PCI,2014-2016,92,5,5.43,3.09,5.46,1.76,12.73,Rate not different than Statewide Rate
0943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2014-2016,178,7,3.93,2.65,4.6,1.84,9.47,Rate not different than Statewide Rate
0598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2014-2016,465,22,4.73,3.78,3.88,2.43,5.88,Rate not different than Statewide Rate
0563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2014-2016,505,26,5.15,4.85,3.29,2.15,4.83,Rate not different than Statewide Rate
0630,St. Josephs Hospital,Central NY,Central NY,Emergency PCI,2014-2016,1427,36,2.52,2.83,2.76,1.94,3.83,Rate not different than Statewide Rate
0694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2014-2016,248,7,2.82,3.3,2.65,1.06,5.46,Rate not different than Statewide Rate
0005,St. Peters Hospital,Capital District,Capital District,Emergency PCI,2014-2016,577,17,2.95,2.71,3.37,1.96,5.39,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Emergency PCI,2014-2016,399,7,1.75,2.05,2.65,1.06,5.46,Rate not different than Statewide Rate
0413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2014-2016,976,23,2.36,2.61,2.8,1.77,4.2,Rate not different than Statewide Rate
0058,UHS-Wilson Med Ctr,Central NY,Central NY,Emergency PCI,2014-2016,522,21,4.02,3.5,3.57,2.21,5.45,Rate not different than Statewide Rate
0135,UVM Health Network CVP,Capital District,Capital District,Emergency PCI,2014-2016,445,11,2.47,2.04,3.75,1.87,6.71,Rate not different than Statewide Rate
0471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2014-2016,289,17,5.88,4.12,4.43,2.58,7.1,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2010-2012,607,16,2.64,3.94,1.85,1.06,3.01,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2014-2016,320,14,4.38,4.23,3.21,1.75,5.39,Rate not different than Statewide Rate
0245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2014-2016,1002,37,3.69,3.41,3.36,2.36,4.63,Rate not different than Statewide Rate
0635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2014-2016,258,8,3.1,2.9,3.31,1.43,6.53,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2010-2012,424,16,3.77,4.77,2.19,1.25,3.55,Rate not different than Statewide Rate
0181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2014-2016,599,20,3.34,3.11,3.33,2.03,5.14,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2014-2016,458,14,3.06,3.23,2.94,1.6,4.93,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2014-2016,231,9,3.9,4.24,2.85,1.3,5.41,Rate not different than Statewide Rate
0001,Albany Med. Ctr,Capital District,Capital District,Valve or Valve/CABG,2014-2016,609,26,4.27,2.79,4.76,3.11,6.98,Rate not different than Statewide Rate
0116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2014-2016,58,2,3.45,2.3,4.68,0.53,16.9,Rate not different than Statewide Rate
0746,Bassett Medical Center,Capital District,Capital District,Valve or Valve/CABG,2014-2016,138,5,3.62,2.3,4.91,1.58,11.47,Rate not different than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Emergency PCI,2010-2012,258,14,5.43,4.22,3.56,1.95,5.98,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,All PCI,2012,681,4,0.59,0.85,0.69,0.19,1.77,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,All PCI,2012,1498,6,0.4,0.56,0.72,0.26,1.56,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,All PCI,2012,250,8,3.2,1.7,1.89,0.81,3.72,Rate not different than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2010-2012,277,13,4.69,3.23,5.43,2.89,9.28,Rate not different than Statewide Rate
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2015,71,0,0,0.76,0,0,5.06,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,Emergency PCI,2010-2012,187,4,2.14,1.83,3.24,0.87,8.3,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Valve or Valve/CABG,2010-2012,412,17,4.13,4.24,3.64,2.12,5.83,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2013-2015,905,17,1.88,2.97,1.93,1.12,3.09,Rate not different than Statewide Rate
818,Saratoga Hospital,Capital District,Capital District,Emergency PCI,2013-2015,16,1,6.25,2.84,6.7,0.09,37.27,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,1305,13,1,0.85,0.76,0.4,1.29,Rate not different than Statewide Rate
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,All PCI,2012,235,2,0.85,0.99,0.86,0.1,3.11,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2010-2012,284,10,3.52,3.39,2.88,1.38,5.3,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Valve or Valve/CABG,2010-2012,582,14,2.41,4.28,2.1,1.15,3.53,Rate significantly lower than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Emergency PCI,2010-2012,394,12,3.05,2.66,3.17,1.63,5.53,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,Valve or Valve/CABG,2013-2015,22129,671,3.03,3.03,3.03,,,Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2013-2015,696,12,1.72,4.6,1.14,0.59,1.99,Rate significantly lower than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2013-2015,297,11,3.7,3.37,3.34,1.67,5.98,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2012,463,6,1.3,1.5,0.86,0.32,1.88,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2015,604,5,0.83,0.62,0.99,0.32,2.32,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2015,910,14,1.54,1.21,1.45,0.79,2.43,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,CABG,2012,319,4,1.25,1.19,1.54,0.41,3.93,Rate not different than Statewide Rate
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2015,395,1,0.25,0.77,0.24,0,1.35,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2012,193,3,1.55,1.56,1.46,0.29,4.27,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,CABG,2012,242,4,1.65,1.31,1.85,0.5,4.72,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,CABG,2015,166,5,3.01,1.57,2.98,0.96,6.94,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,TAVR,2013-2015,68,5,7.35,4.33,8.07,2.6,18.84,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,CABG,2014,24,0,0,0.85,0,0,22.08,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,1191,6,0.5,0.58,0.56,0.2,1.21,Rate not different than Statewide Rate
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2015,887,6,0.68,1.03,0.49,0.18,1.06,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2015,399,3,0.75,0.95,0.59,0.12,1.72,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2010-2012,264,7,2.65,2.57,3.87,1.55,7.96,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Emergency PCI,2013-2015,404,6,1.49,2.25,2.01,0.73,4.38,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,CABG,2012,143,1,0.7,1.15,0.89,0.01,4.94,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,Non-Emergency PCI,2012,134,0,0,0.36,0,0,4.95,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2010-2012,423,14,3.31,4.23,2.93,1.6,4.91,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Emergency PCI,2010-2012,370,10,2.7,2,3.75,1.79,6.89,Rate not different than Statewide Rate
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2015,207,0,0,0.85,0,0,1.54,Rate not different than Statewide Rate
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2015,508,4,0.79,1.09,0.82,0.22,2.11,Rate not different than Statewide Rate
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,TAVR,2013-2015,537,20,3.72,4.45,3.97,2.43,6.14,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2014,316,2,0.63,1.27,0.61,0.07,2.2,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2010-2012,501,26,5.19,4.15,4.67,3.05,6.85,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,CABG,2014,396,5,1.26,1.17,1.32,0.43,3.09,Rate not different than Statewide Rate
746,Bassett Medical Center,Capital District,Capital District,Non-Emergency PCI,2015,442,1,0.23,0.7,0.24,0,1.33,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2015,481,9,1.87,1.88,1.54,0.7,2.93,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,All PCI,2012,981,7,0.71,1.39,0.51,0.21,1.06,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2012-2014,272,10,3.68,3.34,3.24,1.55,5.96,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2013-2015,334,18,5.39,3.98,4.12,2.44,6.51,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2013-2015,669,25,3.74,3.33,3.4,2.2,5.02,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,All PCI,2012,4708,16,0.34,0.57,0.6,0.34,0.97,Rate significantly lower than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,All PCI,2015,49035,558,1.14,1.14,1.14,,,Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2014,251,3,1.2,1.33,1.1,0.22,3.2,Rate not different than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2010-2012,169,8,4.73,3.17,4.14,1.78,8.15,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,All PCI,2012,642,4,0.62,0.98,0.63,0.17,1.62,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Non-Emergency PCI,2012,803,3,0.37,0.69,0.35,0.07,1.02,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,All PCI,2012,1615,13,0.8,0.79,1.03,0.55,1.75,Rate not different than Statewide Rate
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2015,173,1,0.58,0.77,0.56,0.01,3.09,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,225,3,1.33,0.65,1.33,0.27,3.88,Rate not different than Statewide Rate
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,All PCI,2014,1504,31,2.06,1.24,1.96,1.33,2.78,Rate significantly higher than Statewide Rate
1,Albany Med. Ctr,Capital District,Capital District,All PCI,2015,695,18,2.59,1.35,2.18,1.29,3.45,Rate significantly higher than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2012,86,1,1.16,0.75,1,0.01,5.56,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,CABG,2012,98,1,1.02,1.14,1.31,0.02,7.29,Rate not different than Statewide Rate
58,UHS-Wilson Med Ctr,Central NY,Central NY,Emergency PCI,2012-2014,563,21,3.73,4.05,2.71,1.68,4.14,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,All PCI,2014,1136,20,1.76,1.29,1.61,0.98,2.48,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,All PCI,2012,1336,10,0.75,0.85,0.88,0.42,1.63,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,CABG,2012,186,5,2.69,1.66,2.37,0.76,5.53,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,All PCI,2012,203,2,0.99,0.99,1,0.11,3.61,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2015,2592,27,1.04,0.82,0.94,0.62,1.37,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,CABG,2014,341,4,1.17,1.11,1.29,0.35,3.31,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2015,108,2,1.85,1.1,2.63,0.29,9.48,Rate not different than Statewide Rate
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2012,169,2,1.18,1.39,0.55,0.06,1.97,Rate not different than Statewide Rate
